AreaName,LastResidence,Persons_0to4,Males_0to4,Females_0to4,Persons_5to9,Males_5to9,Females_5to9,Persons_10to14,Males_10to14,Females_10to14,Persons_15to19,Males_15to19,Females_15to19,Persons_20to24,Males_20to24,Females_20to24,Persons_25to29,Males_25to29,Females_25to29,Persons_30to34,Males_30to34,Females_30to34,Persons_35to39,Males_35to39,Females_35to39,Persons_40to44,Males_40to44,Females_40to44,Persons_45to49,Males_45to49,Females_45to49,Persons_50to54,Males_50to54,Females_50to54,Persons_55to59,Males_55to59,Females_55to59,Persons_60to64,Males_60to64,Females_60to64,Persons_65to69,Males_65to69,Females_65to69,Persons_70to74,Males_70to74,Females_70to74,Persons_75to79,Males_75to79,Females_75to79,Persons_80plus,Males_80plus,Females_80plus,Persons_AgeNS,Males_AgeNS,Females_AgeNS
Jammu & Kashmir,Jammu & Kashmir,36219,19622,16597,46406,24890,21516,39678,22480,17198,44966,18339,26627,125822,16729,109093,175599,17073,158526,105145,16107,89038,49227,14629,34598,27792,12772,15020,20824,10507,10317,14609,8169,6440,9526,4939,4587,8234,4629,3605,4627,2343,2284,3887,1948,1939,1683,738,945,3395,1258,2137,661,256,405
Jammu & Kashmir,Himachal Pradesh,102,60,42,171,95,76,162,101,61,164,76,88,347,72,275,491,76,415,404,87,317,232,82,150,145,62,83,91,51,40,73,39,34,45,27,18,34,15,19,13,4,9,11,4,7,10,4,6,5,0,5,5,4,1
Jammu & Kashmir,Punjab,553,284,269,789,434,355,740,405,335,736,315,421,2090,390,1700,3397,636,2761,2113,552,1561,1017,456,561,695,374,321,486,266,220,287,154,133,199,100,99,152,72,80,77,41,36,46,24,22,31,7,24,60,22,38,8,5,3
Jammu & Kashmir,Chandigarh,27,16,11,46,20,26,25,14,11,22,14,8,32,14,18,43,5,38,47,12,35,34,15,19,28,12,16,12,6,6,13,6,7,3,2,1,8,5,3,3,2,1,1,1,0,0,0,0,2,1,1,0,0,0
Jammu & Kashmir,Uttarakhand,195,116,79,232,114,118,177,106,71,115,68,47,161,48,113,248,53,195,227,78,149,170,74,96,90,48,42,52,36,16,31,19,12,8,6,2,7,0,7,6,3,3,4,0,4,1,0,1,7,5,2,0,0,0
Jammu & Kashmir,Haryana,318,178,140,389,219,170,296,160,136,187,100,87,287,61,226,428,100,328,383,126,257,233,96,137,141,73,68,73,43,30,51,23,28,26,13,13,24,10,14,5,2,3,9,3,6,6,3,3,11,6,5,1,1,0
Jammu & Kashmir,NCT of Delhi,172,82,90,231,128,103,203,114,89,138,85,53,294,147,147,477,215,262,463,231,232,253,119,134,177,116,61,83,44,39,66,29,37,31,20,11,23,14,9,14,9,5,4,2,2,3,0,3,13,4,9,1,1,0
Jammu & Kashmir,Rajasthan,350,186,164,443,257,186,344,181,163,244,129,115,446,207,239,487,158,329,412,160,252,317,138,179,216,113,103,81,56,25,46,33,13,15,9,6,6,4,2,3,0,3,5,4,1,2,0,2,9,4,5,6,2,4
Jammu & Kashmir,Uttar Pradesh,976,525,451,1239,665,574,976,552,424,817,516,301,1413,744,669,1660,731,929,1348,626,722,902,479,423,581,337,244,328,212,116,158,102,56,82,49,33,55,36,19,33,18,15,21,14,7,16,6,10,28,11,17,6,3,3
Jammu & Kashmir,Bihar,544,302,242,689,351,338,650,432,218,511,327,184,972,482,490,1214,528,686,953,431,522,626,304,322,413,258,155,164,112,52,103,74,29,38,24,14,37,21,16,18,10,8,8,5,3,10,2,8,16,10,6,4,2,2
Jammu & Kashmir,Sikkim,5,1,4,13,9,4,4,2,2,1,1,0,4,1,3,6,2,4,14,4,10,11,9,2,4,4,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Arunachal Pradesh,13,7,6,10,6,4,3,1,2,5,4,1,5,1,4,14,6,8,12,7,5,4,4,0,6,2,4,2,2,0,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Jammu & Kashmir,Nagaland,3,1,2,7,5,2,5,1,4,2,2,0,9,1,8,10,3,7,8,3,5,2,1,1,5,3,2,2,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Manipur,16,11,5,12,6,6,5,3,2,6,1,5,16,5,11,14,2,12,17,5,12,7,2,5,7,6,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Mizoram,4,2,2,2,1,1,2,2,0,5,3,2,3,0,3,4,0,4,5,2,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Tripura,14,8,6,19,9,10,21,15,6,25,13,12,9,5,4,11,1,10,10,2,8,17,1,16,7,1,6,2,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Meghalaya,5,4,1,12,5,7,14,9,5,14,8,6,7,2,5,4,1,3,9,2,7,15,1,14,7,3,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Assam,98,57,41,84,38,46,70,34,36,43,17,26,144,56,88,304,184,120,187,121,66,118,77,41,56,35,21,33,21,12,5,4,1,2,2,0,3,1,2,1,0,1,0,0,0,0,0,0,3,1,2,3,2,1
Jammu & Kashmir,West Bengal,237,114,123,240,126,114,216,125,91,229,92,137,726,210,516,1109,326,783,899,244,655,556,138,418,333,139,194,118,58,60,46,20,26,12,3,9,6,2,4,11,5,6,4,2,2,1,1,0,13,4,9,10,8,2
Jammu & Kashmir,Jharkhand,96,47,49,95,51,44,62,26,36,85,51,34,269,176,93,233,112,121,205,104,101,126,73,53,76,56,20,36,31,5,16,9,7,9,6,3,10,6,4,3,1,2,2,2,0,0,0,0,1,1,0,0,0,0
Jammu & Kashmir,Odisha,87,43,44,83,46,37,65,36,29,59,41,18,152,75,77,182,81,101,151,81,70,106,59,47,83,54,29,41,30,11,18,16,2,6,4,2,8,6,2,2,0,2,4,4,0,0,0,0,2,1,1,0,0,0
Jammu & Kashmir,Chhattisgarh,542,260,282,596,329,267,422,212,210,564,326,238,879,405,474,951,474,477,724,415,309,571,314,257,441,266,175,277,177,100,153,94,59,69,45,24,47,27,20,23,14,9,16,12,4,1,1,0,13,8,5,5,4,1
Jammu & Kashmir,Madhya Pradesh,424,236,188,629,351,278,438,220,218,347,193,154,572,275,297,652,294,358,488,217,271,360,199,161,264,159,105,163,113,50,79,53,26,48,23,25,45,31,14,14,10,4,15,11,4,3,2,1,10,8,2,3,1,2
Jammu & Kashmir,Gujarat,49,33,16,87,49,38,63,34,29,37,21,16,63,28,35,87,33,54,99,34,65,71,30,41,44,27,17,33,19,14,9,8,1,4,2,2,4,3,1,2,0,2,0,0,0,0,0,0,4,0,4,2,2,0
Jammu & Kashmir,Daman & Diu,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Dadra & Nagar Haveli,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Maharashtra,299,159,140,258,140,118,161,93,68,100,48,52,304,85,219,406,115,291,326,116,210,171,82,89,120,72,48,59,39,20,38,21,17,17,10,7,13,6,7,5,3,2,1,0,1,4,0,4,8,6,2,4,4,0
Jammu & Kashmir,Andhra Pradesh,166,90,76,108,54,54,77,44,33,58,21,37,175,62,113,219,85,134,151,78,73,76,40,36,73,55,18,38,30,8,7,3,4,5,4,1,4,1,3,2,1,1,3,2,1,1,0,1,3,0,3,2,0,2
Jammu & Kashmir,Karnataka,79,45,34,61,31,30,44,24,20,38,17,21,139,85,54,105,35,70,79,14,65,50,19,31,27,16,11,19,12,7,11,3,8,2,2,0,3,2,1,1,0,1,2,2,0,3,2,1,1,0,1,1,1,0
Jammu & Kashmir,Goa,4,4,0,3,0,3,7,5,2,3,3,0,18,17,1,14,6,8,6,3,3,14,9,5,3,3,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Lakshadweep,5,4,1,3,1,2,2,0,2,4,2,2,6,2,4,3,1,2,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Jammu & Kashmir,Kerala,57,33,24,58,28,30,48,19,29,18,8,10,75,25,50,110,38,72,81,35,46,76,40,36,47,29,18,54,37,17,19,14,5,16,7,9,9,3,6,2,0,2,2,1,1,2,1,1,0,0,0,0,0,0
Jammu & Kashmir,Tamil Nadu,105,54,51,62,31,31,33,15,18,34,14,20,122,37,85,125,43,82,79,27,52,62,36,26,42,29,13,30,21,9,4,2,2,6,4,2,6,5,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Jammu & Kashmir,Puducherry,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Andaman & Nicobar Islands,1,1,0,3,1,2,1,1,0,3,2,1,2,0,2,4,1,3,6,4,2,1,1,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,Jammu & Kashmir,257,137,120,432,226,206,502,275,227,709,485,224,1150,659,491,1362,628,734,925,497,428,578,360,218,378,271,107,326,267,59,263,212,51,213,170,43,144,129,15,76,62,14,33,21,12,13,10,3,20,9,11,8,1,7
Himachal Pradesh,Himachal Pradesh,31138,16126,15012,38553,20876,17677,27966,15153,12813,39354,15223,24131,139548,17291,122257,178650,16017,162633,81348,14827,66521,35291,13908,21383,24027,12221,11806,17878,9879,7999,12319,7338,4981,8878,5481,3397,5863,3393,2470,3267,1827,1440,2054,797,1257,1172,402,770,2163,645,1518,1005,291,714
Himachal Pradesh,Punjab,3418,1816,1602,4001,2200,1801,2692,1582,1110,2860,1202,1658,8020,1593,6427,11787,1703,10084,6385,1485,4900,2850,1278,1572,1741,975,766,1378,831,547,1085,729,356,885,575,310,832,605,227,435,329,106,209,105,104,92,40,52,160,53,107,57,14,43
Himachal Pradesh,Chandigarh,761,408,353,657,365,292,315,177,138,320,166,154,887,459,428,1114,533,581,790,415,375,460,289,171,260,177,83,198,128,70,153,100,53,172,113,59,180,159,21,92,77,15,28,21,7,10,8,2,24,13,11,10,5,5
Himachal Pradesh,Uttarakhand,602,318,284,838,460,378,582,331,251,697,395,302,1993,697,1296,2458,811,1647,1512,658,854,805,475,330,474,329,145,323,226,97,223,170,53,156,101,55,111,78,33,64,41,23,40,21,19,20,13,7,25,13,12,11,6,5
Himachal Pradesh,Haryana,1047,586,461,1419,758,661,1021,664,357,936,477,459,2490,550,1940,3365,720,2645,1841,626,1215,944,488,456,597,362,235,425,255,170,360,204,156,261,178,83,211,152,59,117,74,43,60,33,27,27,14,13,47,18,29,20,12,8
Himachal Pradesh,NCT of Delhi,520,282,238,816,452,364,887,523,364,791,448,343,1048,544,504,1373,666,707,1233,655,578,916,563,353,666,460,206,452,321,131,374,243,131,312,192,120,435,335,100,250,194,56,80,52,28,35,24,11,37,22,15,13,10,3
Himachal Pradesh,Rajasthan,374,208,166,528,297,231,435,236,199,478,292,186,637,320,317,715,310,405,559,273,286,392,214,178,290,184,106,188,127,61,132,92,40,98,62,36,94,69,25,38,27,11,20,10,10,2,0,2,17,10,7,4,2,2
Himachal Pradesh,Uttar Pradesh,2904,1564,1340,4163,2225,1938,3190,1834,1356,4904,3598,1306,7604,5211,2393,6572,3901,2671,4360,2656,1704,3116,1992,1124,1990,1388,602,1316,953,363,860,624,236,438,294,144,371,258,113,162,111,51,112,67,45,47,26,21,81,47,34,64,42,22
Himachal Pradesh,Bihar,1646,858,788,2364,1254,1110,1733,1141,592,2962,2542,420,5574,4404,1170,4671,3293,1378,3026,2102,924,2121,1584,537,1154,919,235,655,525,130,342,273,69,173,121,52,134,92,42,74,48,26,44,22,22,17,13,4,49,32,17,40,28,12
Himachal Pradesh,Sikkim,6,3,3,47,41,6,74,66,8,65,56,9,80,60,20,89,72,17,64,51,13,65,56,9,33,29,4,23,22,1,18,16,2,13,12,1,6,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Himachal Pradesh,Arunachal Pradesh,15,7,8,66,35,31,191,119,72,200,135,65,80,39,41,44,20,24,34,18,16,18,11,7,13,11,2,9,7,2,7,6,1,7,7,0,9,7,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
Himachal Pradesh,Nagaland,6,4,2,9,5,4,8,6,2,5,5,0,20,11,9,5,0,5,8,2,6,2,2,0,5,3,2,1,1,0,3,3,0,3,3,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
Himachal Pradesh,Manipur,9,4,5,4,3,1,4,3,1,7,3,4,26,10,16,17,6,11,15,5,10,14,8,6,5,2,3,3,3,0,1,1,0,5,3,2,4,4,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
Himachal Pradesh,Mizoram,7,5,2,3,0,3,6,2,4,4,1,3,11,4,7,7,1,6,6,0,6,2,1,1,2,2,0,2,2,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,Tripura,4,2,2,4,3,1,2,2,0,6,4,2,4,2,2,9,3,6,6,1,5,3,2,1,2,0,2,1,1,0,4,2,2,9,9,0,7,7,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,Meghalaya,7,4,3,5,3,2,12,7,5,7,5,2,14,6,8,12,4,8,8,4,4,8,4,4,3,1,2,5,5,0,6,5,1,7,6,1,8,7,1,2,2,0,2,1,1,0,0,0,1,0,1,2,1,1
Himachal Pradesh,Assam,52,32,20,72,49,23,108,63,45,134,94,40,247,163,84,234,120,114,120,59,61,108,61,47,64,48,16,48,38,10,38,31,7,28,24,4,19,16,3,11,9,2,1,1,0,4,4,0,3,2,1,2,2,0
Himachal Pradesh,West Bengal,206,116,90,218,118,100,173,100,73,341,244,97,764,481,283,664,401,263,439,261,178,301,191,110,205,150,55,116,81,35,109,79,30,65,43,22,49,39,10,16,10,6,8,4,4,6,5,1,6,3,3,6,2,4
Himachal Pradesh,Jharkhand,440,236,204,466,240,226,269,159,110,684,485,199,2366,1653,713,1808,1288,520,854,620,234,490,360,130,239,183,56,126,103,23,94,80,14,42,34,8,33,23,10,21,14,7,5,1,4,0,0,0,8,6,2,14,12,2
Himachal Pradesh,Odisha,118,53,65,109,55,54,49,28,21,146,121,25,616,502,114,558,394,164,326,226,100,161,107,54,83,63,20,48,36,12,24,20,4,16,13,3,11,9,2,8,6,2,6,3,3,1,0,1,3,2,1,12,10,2
Himachal Pradesh,Chhattisgarh,360,193,167,334,172,162,229,119,110,383,219,164,648,339,309,622,309,313,419,237,182,316,187,129,211,123,88,162,96,66,91,60,31,63,39,24,36,31,5,18,8,10,6,2,4,2,0,2,3,1,2,5,4,1
Himachal Pradesh,Madhya Pradesh,244,130,114,306,155,151,267,148,119,314,225,89,587,411,176,616,378,238,479,310,169,392,276,116,275,203,72,289,241,48,217,187,30,95,71,24,71,56,15,40,34,6,18,15,3,11,8,3,12,6,6,3,2,1
Himachal Pradesh,Gujarat,76,38,38,103,54,49,87,54,33,61,31,30,96,60,36,145,82,63,150,82,68,120,70,50,64,41,23,59,45,14,33,26,7,27,20,7,15,9,6,17,14,3,6,2,4,2,1,1,4,3,1,5,2,3
Himachal Pradesh,Daman & Diu,1,1,0,6,2,4,0,0,0,1,0,1,2,1,1,9,4,5,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,Dadra & Nagar Haveli,1,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,Maharashtra,211,128,83,286,158,128,236,118,118,191,95,96,341,180,161,499,241,258,426,242,184,276,168,108,186,123,63,197,162,35,165,144,21,119,91,28,84,62,22,35,28,7,14,9,5,6,4,2,5,3,2,4,3,1
Himachal Pradesh,Andhra Pradesh,83,49,34,89,54,35,106,67,39,167,124,43,165,100,65,143,76,67,160,88,72,147,112,35,90,74,16,56,50,6,41,33,8,38,31,7,23,19,4,9,8,1,5,3,2,9,9,0,9,8,1,4,4,0
Himachal Pradesh,Karnataka,46,27,19,48,26,22,62,34,28,53,31,22,117,64,53,187,107,80,157,78,79,85,44,41,54,41,13,41,28,13,32,29,3,27,20,7,17,11,6,6,4,2,5,4,1,3,1,2,4,2,2,1,0,1
Himachal Pradesh,Goa,4,3,1,5,4,1,7,4,3,8,6,2,7,6,1,13,10,3,14,9,5,4,2,2,6,4,2,4,3,1,1,1,0,1,1,0,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Himachal Pradesh,Lakshadweep,0,0,0,0,0,0,1,0,1,1,0,1,5,0,5,3,0,3,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Himachal Pradesh,Kerala,46,23,23,40,29,11,27,13,14,16,9,7,46,26,20,55,21,34,54,24,30,37,19,18,22,13,9,32,21,11,14,12,2,33,29,4,20,15,5,6,2,4,3,3,0,0,0,0,3,2,1,0,0,0
Himachal Pradesh,Tamil Nadu,39,21,18,36,17,19,19,10,9,22,14,8,77,52,25,78,49,29,57,30,27,47,32,15,25,16,9,17,10,7,17,14,3,12,9,3,5,3,2,5,5,0,1,1,0,1,1,0,2,1,1,0,0,0
Himachal Pradesh,Puducherry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
Himachal Pradesh,Andaman & Nicobar Islands,1,1,0,3,1,2,3,2,1,3,2,1,1,0,1,3,0,3,2,0,2,6,3,3,4,4,0,1,1,0,2,2,0,2,2,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,Jammu & Kashmir,1200,640,560,1634,902,732,1353,743,610,1339,665,674,3262,860,2402,5681,1513,4168,3673,1115,2558,2056,901,1155,1284,666,618,817,429,388,523,280,243,299,140,159,348,170,178,188,92,96,102,54,48,60,34,26,114,46,68,11,6,5
Punjab,Himachal Pradesh,3485,1817,1668,4968,2670,2298,2598,1493,1105,2880,1453,1427,8845,2234,6611,13708,2503,11205,9380,2815,6565,4877,2294,2583,2988,1486,1502,2137,1043,1094,1769,912,857,1246,645,601,948,509,439,519,283,236,320,159,161,170,75,95,305,117,188,45,19,26
Punjab,Punjab,261911,140348,121563,301902,165638,136264,102734,56713,46021,133157,52721,80436,456516,56351,400165,585759,57012,528747,271308,50101,221207,124177,46486,77691,86522,39705,46817,68777,32633,36144,48812,23878,24934,36040,17483,18557,34036,16002,18034,20982,10418,10564,13764,6388,7376,6985,3109,3876,11920,4384,7536,3430,1035,2395
Punjab,Chandigarh,9437,5104,4333,10205,5673,4532,4608,2525,2083,4174,2267,1907,6254,2658,3596,8590,3039,5551,7375,3242,4133,5042,2661,2381,3221,1779,1442,2658,1389,1269,2541,1251,1290,2568,1236,1332,2645,1639,1006,1247,851,396,543,297,246,273,141,132,353,149,204,42,24,18
Punjab,Uttarakhand,1276,684,592,2015,1111,904,1383,785,598,1225,670,555,2867,1103,1764,4302,1548,2754,3226,1469,1757,1992,1068,924,1124,598,526,730,402,328,546,300,246,366,163,203,302,148,154,169,86,83,114,58,56,57,32,25,87,43,44,8,5,3
Punjab,Haryana,11535,6274,5261,14170,7790,6380,7252,4083,3169,9187,3785,5402,31109,4475,26634,37659,5026,32633,17629,4678,12951,9220,3983,5237,6381,2983,3398,4908,2226,2682,3768,1733,2035,2896,1331,1565,2880,1345,1535,1500,729,771,904,433,471,446,212,234,739,278,461,173,61,112
Punjab,NCT of Delhi,964,524,440,1366,711,655,1106,626,480,1280,705,575,2349,757,1592,2981,743,2238,2093,691,1402,1433,671,762,980,502,478,742,366,376,587,287,300,463,198,265,423,184,239,263,139,124,170,88,82,79,45,34,112,54,58,21,8,13
Punjab,Rajasthan,4961,2685,2276,6650,3629,3021,4217,2316,1901,4716,2051,2665,12625,2485,10140,14657,2975,11682,7273,2485,4788,4106,1926,2180,2685,1309,1376,1937,984,953,1381,714,667,912,411,501,819,393,426,521,262,259,342,174,168,135,60,75,231,87,144,73,29,44
Punjab,Uttar Pradesh,20374,10636,9738,30957,16899,14058,22408,12645,9763,27559,18009,9550,46342,23590,22752,48228,22938,25290,32263,17285,14978,23065,13602,9463,14430,8906,5524,9277,5820,3457,5897,3710,2187,3569,2016,1553,3042,1743,1299,1514,901,613,966,538,428,389,197,192,844,416,428,207,112,95
Punjab,Bihar,11982,6358,5624,17995,9750,8245,11636,7025,4611,16424,12315,4109,30328,18615,11713,29742,16850,12892,20555,12489,8066,13998,9309,4689,7968,5542,2426,4527,3181,1346,2537,1812,725,1271,799,472,1159,719,440,513,307,206,306,182,124,133,67,66,370,195,175,149,101,48
Punjab,Sikkim,10,6,4,16,10,6,31,12,19,16,8,8,18,12,6,20,9,11,31,13,18,20,11,9,16,5,11,9,7,2,1,1,0,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,2,2,0,0,0,0
Punjab,Arunachal Pradesh,23,11,12,28,14,14,28,17,11,16,8,8,32,16,16,36,10,26,26,8,18,20,10,10,15,7,8,5,3,2,4,2,2,3,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
Punjab,Nagaland,31,16,15,35,23,12,19,13,6,25,9,16,48,28,20,74,41,33,49,31,18,32,16,16,18,11,7,13,8,5,4,4,0,3,2,1,3,1,2,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0
Punjab,Manipur,67,36,31,49,28,21,25,9,16,24,10,14,80,36,44,126,62,64,80,45,35,49,32,17,17,11,6,5,4,1,10,6,4,1,0,1,3,1,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Punjab,Mizoram,32,12,20,15,12,3,7,7,0,6,5,1,44,18,26,72,49,23,45,34,11,13,12,1,9,5,4,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,Tripura,22,14,8,25,9,16,26,19,7,18,13,5,43,23,20,31,15,16,37,14,23,20,12,8,20,11,9,1,1,0,3,2,1,3,1,2,2,1,1,3,0,3,1,1,0,1,1,0,0,0,0,0,0,0
Punjab,Meghalaya,16,8,8,42,22,20,29,17,12,33,21,12,43,22,21,37,10,27,34,11,23,36,9,27,25,5,20,10,6,4,2,1,1,0,0,0,3,2,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1
Punjab,Assam,433,219,214,591,323,268,501,283,218,542,310,232,764,298,466,1032,378,654,724,253,471,525,188,337,346,176,170,214,121,93,86,46,40,60,33,27,50,21,29,30,16,14,12,6,6,12,6,6,22,11,11,2,0,2
Punjab,West Bengal,1280,695,585,1590,860,730,1148,686,462,1705,1101,604,3415,1591,1824,3389,1402,1987,2324,1005,1319,1614,813,801,1051,545,506,671,376,295,409,218,191,242,100,142,223,105,118,137,81,56,82,39,43,36,17,19,57,29,28,16,9,7
Punjab,Jharkhand,636,312,324,846,462,384,570,331,239,897,607,290,2030,1241,789,2051,1150,901,1291,752,539,874,559,315,508,347,161,251,160,91,166,93,73,91,46,45,108,58,50,45,27,18,28,18,10,7,5,2,16,7,9,14,12,2
Punjab,Odisha,367,185,182,369,188,181,213,120,93,283,177,106,945,566,379,1160,545,615,799,364,435,466,264,202,263,164,99,147,79,68,90,45,45,58,29,29,45,22,23,31,14,17,26,18,8,6,2,4,12,6,6,4,2,2
Punjab,Chhattisgarh,516,280,236,450,253,197,307,152,155,469,269,200,736,331,405,810,366,444,576,282,294,434,211,223,307,171,136,216,133,83,120,71,49,79,46,33,39,21,18,29,16,13,14,7,7,4,2,2,10,4,6,2,1,1
Punjab,Madhya Pradesh,1235,671,564,1635,889,746,1212,680,532,1164,688,476,2084,906,1178,2454,967,1487,1728,755,973,1178,567,611,736,369,367,567,296,271,365,197,168,215,114,101,193,92,101,98,50,48,66,33,33,39,16,23,55,23,32,14,9,5
Punjab,Gujarat,423,234,189,693,396,297,497,282,215,399,218,181,712,353,359,832,297,535,690,247,443,470,194,276,334,155,179,200,104,96,101,61,40,77,41,36,75,33,42,39,22,17,23,17,6,7,6,1,17,5,12,4,2,2
Punjab,Daman & Diu,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,2,2,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,Dadra & Nagar Haveli,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,Maharashtra,1411,792,619,1454,802,652,983,546,437,900,439,461,2173,718,1455,2360,731,1629,1687,610,1077,1114,502,612,682,349,333,392,208,184,328,160,168,210,88,122,216,114,102,122,74,48,61,30,31,26,16,10,48,13,35,21,9,12
Punjab,Andhra Pradesh,642,320,322,471,260,211,277,134,143,279,113,166,865,340,525,768,300,468,518,189,329,312,144,168,190,96,94,87,47,40,87,49,38,52,28,24,39,20,19,22,15,7,16,9,7,6,5,1,11,6,5,2,0,2
Punjab,Karnataka,324,160,164,294,160,134,157,81,76,137,71,66,374,123,251,487,176,311,329,137,192,208,94,114,108,56,52,55,28,27,44,18,26,40,18,22,36,20,16,13,7,6,11,5,6,3,0,3,6,4,2,0,0,0
Punjab,Goa,15,8,7,21,8,13,12,4,8,13,8,5,58,50,8,45,18,27,18,5,13,17,5,12,17,10,7,7,5,2,8,5,3,2,2,0,5,3,2,5,2,3,2,1,1,1,0,1,2,1,1,0,0,0
Punjab,Lakshadweep,11,7,4,31,18,13,8,7,1,12,6,6,15,5,10,12,6,6,10,6,4,5,3,2,5,4,1,1,1,0,1,0,1,0,0,0,0,0,0,2,1,1,1,0,1,0,0,0,1,0,1,0,0,0
Punjab,Kerala,231,116,115,288,154,134,175,86,89,209,129,80,413,177,236,464,163,301,319,127,192,293,125,168,227,126,101,166,95,71,66,44,22,67,29,38,55,20,35,22,10,12,8,3,5,9,3,6,6,1,5,1,1,0
Punjab,Tamil Nadu,313,174,139,275,133,142,155,93,62,157,74,83,366,128,238,549,231,318,379,180,199,264,152,112,171,103,68,112,65,47,66,34,32,38,21,17,21,12,9,11,6,5,12,8,4,4,0,4,7,5,2,4,2,2
Punjab,Puducherry,10,5,5,11,6,5,3,3,0,0,0,0,12,1,11,19,3,16,2,0,2,1,1,0,3,2,1,1,1,0,0,0,0,3,2,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
