AreaName,LastResidence,Persons_0to4,Males_0to4,Females_0to4,Persons_5to9,Males_5to9,Females_5to9,Persons_10to14,Males_10to14,Females_10to14,Persons_15to19,Males_15to19,Females_15to19,Persons_20to24,Males_20to24,Females_20to24,Persons_25to29,Males_25to29,Females_25to29,Persons_30to34,Males_30to34,Females_30to34,Persons_35to39,Males_35to39,Females_35to39,Persons_40to44,Males_40to44,Females_40to44,Persons_45to49,Males_45to49,Females_45to49,Persons_50to54,Males_50to54,Females_50to54,Persons_55to59,Males_55to59,Females_55to59,Persons_60to64,Males_60to64,Females_60to64,Persons_65to69,Males_65to69,Females_65to69,Persons_70to74,Males_70to74,Females_70to74,Persons_75to79,Males_75to79,Females_75to79,Persons_80plus,Males_80plus,Females_80plus,Persons_AgeNS,Males_AgeNS,Females_AgeNS
NCT of Delhi,Lakshadweep,4,3,1,16,9,7,10,6,4,0,0,0,4,1,3,4,1,3,11,1,10,17,12,5,7,6,1,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
NCT of Delhi,Kerala,1458,754,704,2281,1158,1123,1096,550,546,877,434,443,2251,750,1501,3171,1122,2049,2580,1052,1528,2391,1142,1249,1824,997,827,1230,722,508,772,411,361,583,317,266,367,176,191,204,71,133,142,60,82,89,26,63,107,34,73,16,8,8
NCT of Delhi,Tamil Nadu,992,508,484,1287,647,640,789,407,382,779,375,404,1856,966,890,2479,1227,1252,1863,842,1021,1397,715,682,1104,572,532,851,474,377,629,341,288,439,275,164,296,151,145,150,70,80,129,47,82,78,30,48,92,39,53,20,7,13
NCT of Delhi,Puducherry,18,7,11,32,14,18,14,6,8,12,6,6,15,5,10,31,16,15,30,6,24,29,15,14,20,13,7,14,6,8,14,8,6,6,2,4,5,3,2,3,2,1,1,0,1,1,0,1,1,0,1,0,0,0
NCT of Delhi,Andaman & Nicobar Islands,15,11,4,50,21,29,35,20,15,26,16,10,33,9,24,37,18,19,61,16,45,52,22,30,35,20,15,21,14,7,19,11,8,14,10,4,6,3,3,0,0,0,2,1,1,0,0,0,0,0,0,2,2,0
Rajasthan,Jammu & Kashmir,586,303,283,858,459,399,608,333,275,486,251,235,638,280,358,926,370,556,770,288,482,518,220,298,346,185,161,177,113,64,115,90,25,62,40,22,52,34,18,46,22,24,21,10,11,10,3,7,13,5,8,19,10,9
Rajasthan,Himachal Pradesh,416,216,200,480,268,212,319,193,126,291,164,127,384,106,278,604,142,462,519,168,351,320,136,184,178,75,103,115,71,44,80,50,30,51,32,19,27,15,12,23,13,10,20,11,9,11,5,6,11,5,6,30,7,23
Rajasthan,Punjab,4136,2248,1888,5564,3001,2563,3061,1743,1318,4068,1558,2510,10559,1380,9179,10777,1525,9252,5195,1406,3789,2936,1161,1775,2022,913,1109,1513,752,761,1095,599,496,852,422,430,832,442,390,574,268,306,411,200,211,191,89,102,317,131,186,438,125,313
Rajasthan,Chandigarh,97,57,40,120,65,55,96,55,41,106,55,51,131,51,80,175,51,124,167,58,109,99,42,57,48,19,29,40,23,17,26,11,15,20,14,6,13,8,5,6,3,3,6,3,3,4,1,3,4,3,1,3,1,2
Rajasthan,Uttarakhand,645,334,311,875,510,365,755,463,292,933,412,521,1415,420,995,1577,469,1108,1193,481,712,779,332,447,447,235,212,293,157,136,196,118,78,133,76,57,122,60,62,94,52,42,67,31,36,35,11,24,52,27,25,26,10,16
Rajasthan,Haryana,6970,3717,3253,9342,5127,4215,7779,4117,3662,20280,3573,16707,53011,3172,49839,36287,3308,32979,10974,2924,8050,6023,2423,3600,4097,1822,2275,2907,1331,1576,2001,1000,1001,1539,757,782,1346,660,686,828,392,436,566,247,319,286,110,176,451,152,299,818,166,652
Rajasthan,NCT of Delhi,1954,1059,895,2916,1584,1332,2690,1473,1217,3361,1437,1924,6845,1724,5121,7237,1758,5479,4352,1555,2797,2712,1371,1341,1971,1092,879,1449,905,544,1001,556,445,694,417,277,602,324,278,364,211,153,195,90,105,109,62,47,134,52,82,104,46,58
Rajasthan,Rajasthan,366397,194117,172280,396811,211839,184972,272702,134101,138601,741095,123774,617321,1798559,121443,1677116,1183484,117379,1066105,354250,102002,252248,199109,86373,112736,138881,65703,73178,97771,48303,49468,66028,35378,30650,44195,21971,22224,36413,17893,18520,23859,10595,13264,18260,6990,11270,8611,3053,5558,15097,4286,10811,21707,4269,17438
Rajasthan,Uttar Pradesh,11727,6144,5583,16377,8941,7436,14454,8068,6386,26498,10465,16033,54649,11332,43317,44081,10613,33468,21935,8636,13299,13469,6792,6677,8568,4615,3953,5954,3319,2635,3970,2346,1624,2673,1418,1255,2249,1253,996,1420,745,675,978,489,489,485,236,249,757,307,450,766,264,502
Rajasthan,Bihar,4601,2442,2159,6882,3770,3112,5716,3433,2283,7948,5467,2481,12758,6787,5971,12091,6120,5971,8084,4601,3483,5132,3291,1841,2996,1988,1008,1641,1139,502,878,580,298,575,363,212,479,288,191,270,145,125,194,116,78,82,42,40,137,67,70,169,88,81
Rajasthan,Sikkim,9,6,3,19,6,13,27,12,15,26,19,7,20,9,11,37,21,16,24,18,6,15,6,9,7,2,5,8,6,2,3,2,1,2,2,0,1,1,0,4,3,1,1,1,0,0,0,0,0,0,0,1,0,1
Rajasthan,Arunachal Pradesh,9,1,8,20,10,10,28,12,16,35,24,11,31,14,17,32,14,18,24,10,14,22,10,12,20,13,7,9,4,5,7,5,2,6,5,1,4,3,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1
Rajasthan,Nagaland,22,12,10,36,20,16,45,23,22,53,25,28,48,18,30,53,25,28,49,19,30,25,16,9,21,17,4,15,10,5,11,6,5,7,5,2,2,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0
Rajasthan,Manipur,30,15,15,47,22,25,53,26,27,65,36,29,42,8,34,50,13,37,39,11,28,41,21,20,17,9,8,10,8,2,3,2,1,1,0,1,1,0,1,4,1,3,1,1,0,2,2,0,3,1,2,1,1,0
Rajasthan,Mizoram,4,2,2,9,3,6,30,7,23,24,14,10,30,17,13,38,28,10,50,45,5,39,37,2,43,43,0,27,26,1,5,5,0,4,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,Tripura,36,18,18,34,15,19,44,15,29,32,12,20,57,8,49,63,9,54,51,12,39,24,9,15,23,15,8,13,8,5,5,4,1,7,7,0,3,2,1,2,1,1,0,0,0,1,0,1,0,0,0,3,2,1
Rajasthan,Meghalaya,30,16,14,37,21,16,53,27,26,54,28,26,59,22,37,171,135,36,179,148,31,122,90,32,137,121,16,57,51,6,25,25,0,15,12,3,0,0,0,3,1,2,1,0,1,1,0,1,4,4,0,0,0,0
Rajasthan,Assam,339,185,154,510,273,237,486,259,227,702,403,299,1162,344,818,1164,313,851,721,235,486,522,225,297,325,160,165,243,132,111,155,110,45,86,58,28,65,38,27,41,25,16,23,14,9,12,6,6,16,7,9,19,6,13
Rajasthan,West Bengal,2003,1014,989,2284,1211,1073,1745,969,776,3221,1854,1367,6681,2910,3771,6418,2741,3677,3934,1905,2029,2551,1395,1156,1546,894,652,998,611,387,586,337,249,385,226,159,338,174,164,209,121,88,116,58,58,62,28,34,80,49,31,94,52,42
Rajasthan,Jharkhand,412,225,187,533,296,237,443,257,186,947,556,391,1703,784,919,1514,656,858,959,480,479,574,336,238,317,193,124,184,124,60,108,69,39,86,53,33,61,35,26,40,23,17,25,14,11,9,4,5,19,12,7,23,10,13
Rajasthan,Odisha,380,203,177,449,265,184,263,139,124,463,247,216,1304,540,764,1410,538,872,953,439,514,571,300,271,288,165,123,120,82,38,102,56,46,53,28,25,51,24,27,22,12,10,21,11,10,13,6,7,6,4,2,22,9,13
Rajasthan,Chhattisgarh,516,255,261,410,215,195,296,162,134,540,329,211,771,301,470,794,295,499,558,237,321,376,192,184,253,144,109,158,93,65,88,53,35,44,27,17,43,22,21,25,11,14,13,6,7,5,4,1,8,3,5,13,8,5
Rajasthan,Madhya Pradesh,13419,6956,6463,15831,8326,7505,9406,4747,4659,22324,5383,16941,53656,6328,47328,41436,6490,34946,17337,5249,12088,9080,3986,5094,5862,2806,3056,3902,1944,1958,2552,1368,1184,1677,796,881,1462,739,723,935,438,497,664,264,400,309,120,189,497,153,344,378,116,262
Rajasthan,Gujarat,6467,3474,2993,6656,3710,2946,3334,1745,1589,7129,2596,4533,18520,3428,15092,15581,3116,12465,6393,2612,3781,3895,2056,1839,2666,1550,1116,1968,1188,780,1273,779,494,841,493,348,615,361,254,370,223,147,209,90,119,89,38,51,161,58,103,312,90,222
Rajasthan,Daman & Diu,4,3,1,5,2,3,5,4,1,3,1,2,6,5,1,8,7,1,8,4,4,11,9,2,5,4,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,Dadra & Nagar Haveli,1,0,1,6,5,1,6,2,4,6,4,2,16,4,12,8,2,6,7,6,1,8,4,4,6,5,1,2,1,1,1,0,1,0,0,0,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,Maharashtra,2770,1503,1267,3018,1608,1410,2025,1082,943,3221,1920,1301,6949,2792,4157,7107,2570,4537,4553,2146,2407,2903,1659,1244,1869,1219,650,1357,897,460,957,661,296,626,383,243,474,297,177,276,170,106,155,77,78,68,31,37,103,41,62,122,65,57
Rajasthan,Andhra Pradesh,812,400,412,675,328,347,438,234,204,691,400,291,1398,567,831,1186,389,797,784,329,455,469,241,228,294,173,121,248,150,98,151,89,62,109,52,57,69,42,27,59,34,25,31,17,14,20,9,11,24,12,12,28,13,15
Rajasthan,Karnataka,713,386,327,636,332,304,387,224,163,531,315,216,1204,528,676,1364,503,861,876,353,523,533,254,279,295,157,138,199,112,87,128,93,35,120,65,55,74,39,35,52,29,23,28,14,14,21,8,13,27,12,15,27,13,14
Rajasthan,Goa,22,10,12,32,17,15,19,12,7,29,22,7,62,42,20,48,33,15,39,22,17,40,19,21,22,14,8,16,11,5,11,9,2,2,1,1,1,1,0,4,1,3,3,1,2,3,1,2,0,0,0,0,0,0
Rajasthan,Lakshadweep,8,5,3,8,6,2,1,1,0,9,1,8,15,1,14,8,2,6,2,0,2,4,2,2,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,Kerala,362,181,181,437,215,222,302,164,138,253,135,118,486,131,355,584,143,441,526,163,363,468,187,281,414,199,215,349,168,181,219,101,118,171,92,79,87,34,53,71,28,43,38,9,29,13,3,10,25,6,19,9,5,4
Rajasthan,Tamil Nadu,563,304,259,525,292,233,330,181,149,443,267,176,760,356,404,811,311,500,553,256,297,400,200,200,259,145,114,235,137,98,160,106,54,116,65,51,60,34,26,32,16,16,26,14,12,15,8,7,13,6,7,31,10,21
Rajasthan,Puducherry,5,4,1,3,1,2,4,2,2,6,2,4,5,0,5,7,0,7,8,4,4,4,2,2,2,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,Andaman & Nicobar Islands,14,9,5,13,9,4,15,8,7,13,3,10,18,5,13,15,6,9,13,3,10,12,5,7,4,2,2,4,4,0,3,1,2,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0
Uttar Pradesh,Jammu & Kashmir,579,319,260,1004,585,419,852,486,366,906,527,379,1237,587,650,1234,473,761,1201,503,698,1035,484,551,668,345,323,416,256,160,279,139,140,306,155,151,338,166,172,252,139,113,127,73,54,61,33,28,100,40,60,131,57,74
Uttar Pradesh,Himachal Pradesh,377,194,183,516,260,256,403,233,170,403,201,202,903,267,636,1134,324,810,867,333,534,681,294,387,441,234,207,332,191,141,213,120,93,196,115,81,158,76,82,83,49,34,63,33,30,32,10,22,66,29,37,73,35,38
Uttar Pradesh,Punjab,1845,940,905,2512,1383,1129,2192,1213,979,2476,1189,1287,5074,1333,3741,6272,1466,4806,4350,1422,2928,2862,1237,1625,2155,1025,1130,1734,856,878,1403,721,682,1219,562,657,1365,691,674,821,412,409,584,301,283,312,166,146,414,193,221,314,131,183
Uttar Pradesh,Chandigarh,221,116,105,255,130,125,226,120,106,237,90,147,471,99,372,546,127,419,386,131,255,286,114,172,187,87,100,108,63,45,77,38,39,61,35,26,45,20,25,26,14,12,17,12,5,10,3,7,10,5,5,34,16,18
Uttar Pradesh,Uttarakhand,3482,1796,1686,5514,2957,2557,5387,2899,2488,8038,2807,5231,29265,3457,25808,32171,3879,28292,16034,4298,11736,9129,3653,5476,5823,2707,3116,4170,2037,2133,3021,1475,1546,2121,995,1126,1831,860,971,1080,584,496,683,291,392,375,162,213,768,273,495,1376,423,953
Uttar Pradesh,Haryana,2714,1430,1284,3744,1990,1754,3370,1766,1604,6015,1601,4414,18056,1836,16220,17398,2252,15146,8186,2322,5864,4647,1945,2702,2964,1341,1623,2196,986,1210,1495,681,814,1280,571,709,1234,578,656,706,357,349,415,199,216,251,116,135,495,131,364,920,244,676
Uttar Pradesh,NCT of Delhi,16050,8333,7717,24648,13022,11626,21295,11351,9944,20950,9791,11159,37154,9805,27349,40500,10707,29793,28984,11714,17270,22156,11330,10826,15097,8381,6716,10984,5857,5127,8278,4353,3925,6744,3298,3446,6402,3398,3004,3594,2049,1545,2154,1163,991,1120,597,523,1734,747,987,4088,1848,2240
Uttar Pradesh,Rajasthan,2668,1337,1331,3566,1839,1727,3396,1738,1658,9069,2015,7054,22339,2259,20080,17211,2316,14895,7179,2148,5031,4242,1715,2527,3244,1394,1850,2224,1003,1221,1445,659,786,1127,472,655,1002,434,568,604,255,349,391,155,236,210,73,137,538,115,423,936,214,722
Uttar Pradesh,Uttar Pradesh,346782,172178,174604,491075,257838,233237,425239,210090,215149,1132913,213616,919297,3883585,246017,3637568,3060182,236021,2824161,936745,203961,732784,528291,194646,333645,345369,152970,192399,256801,116843,139958,172402,86254,86148,131606,59139,72467,113499,50876,62623,71640,30105,41535,49723,18967,30756,23968,8081,15887,64985,14226,50759,93202,21353,71849
Uttar Pradesh,Bihar,15880,8196,7684,22859,12362,10497,20167,11664,8503,29209,13422,15787,72876,15933,56943,73728,15577,58151,38529,14394,24135,25159,11895,13264,15559,8134,7425,10472,5296,5176,6680,3609,3071,4693,2292,2401,4079,2010,2069,2383,1226,1157,1457,700,757,723,330,393,1686,600,1086,3583,1529,2054
Uttar Pradesh,Sikkim,12,7,5,21,11,10,17,10,7,31,17,14,49,20,29,54,19,35,24,8,16,21,7,14,8,5,3,7,2,5,11,8,3,5,3,2,6,3,3,3,3,0,2,1,1,0,0,0,2,0,2,2,2,0
Uttar Pradesh,Arunachal Pradesh,30,18,12,48,21,27,44,25,19,41,20,21,89,27,62,80,25,55,50,22,28,36,17,19,25,14,11,15,13,2,24,13,11,13,9,4,2,2,0,3,3,0,0,0,0,2,1,1,1,0,1,5,4,1
Uttar Pradesh,Nagaland,29,15,14,39,17,22,24,11,13,50,26,24,86,42,44,59,18,41,54,25,29,32,12,20,32,16,16,17,11,6,5,2,3,8,7,1,7,2,5,5,2,3,0,0,0,0,0,0,1,0,1,4,1,3
Uttar Pradesh,Manipur,28,13,15,42,21,21,59,48,11,203,186,17,194,156,38,87,31,56,57,23,34,39,20,19,29,14,15,20,10,10,8,6,2,1,0,1,2,0,2,3,0,3,4,2,2,2,2,0,4,1,3,8,7,1
Uttar Pradesh,Mizoram,7,4,3,15,10,5,23,15,8,10,3,7,20,5,15,18,2,16,15,9,6,7,3,4,5,1,4,3,2,1,2,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Tripura,6,3,3,16,8,8,16,9,7,24,17,7,44,23,21,39,15,24,21,11,10,43,18,25,26,14,12,8,5,3,11,7,4,6,4,2,14,6,8,2,1,1,4,1,3,3,3,0,4,1,3,2,2,0
Uttar Pradesh,Meghalaya,30,15,15,43,20,23,53,25,28,80,46,34,86,39,47,68,12,56,64,24,40,66,30,36,44,21,23,27,14,13,14,9,5,15,4,11,12,3,9,11,5,6,3,2,1,2,1,1,2,1,1,8,4,4
Uttar Pradesh,Assam,807,442,365,1265,675,590,1184,680,504,1427,839,588,2450,1057,1393,2352,772,1580,1524,543,981,1166,471,695,715,331,384,495,260,235,351,201,150,200,131,69,163,78,85,97,60,37,61,33,28,36,20,16,61,21,40,152,73,79
Uttar Pradesh,West Bengal,2376,1190,1186,3239,1659,1580,2914,1575,1339,5026,2243,2783,13489,3088,10401,14929,3003,11926,8638,2603,6035,5833,2180,3653,3868,1699,2169,2755,1262,1493,1732,880,852,1268,611,657,1085,508,577,627,322,305,391,171,220,200,78,122,362,106,256,667,249,418
Uttar Pradesh,Jharkhand,2996,1506,1490,3158,1687,1471,2331,1298,1033,4335,1894,2441,9610,2424,7186,9470,2564,6906,5733,2278,3455,3687,1782,1905,2221,1172,1049,1349,714,635,883,486,397,614,322,292,535,286,249,294,176,118,139,76,63,64,32,32,168,69,99,305,141,164
Uttar Pradesh,Odisha,858,445,413,917,498,419,686,356,330,968,375,593,3031,632,2399,3823,834,2989,2533,859,1674,1649,754,895,881,475,406,540,316,224,343,186,157,213,115,98,185,91,94,86,47,39,52,24,28,28,12,16,80,29,51,150,71,79
Uttar Pradesh,Chhattisgarh,3069,1537,1532,2528,1288,1240,1729,862,867,2724,1223,1501,5466,1639,3827,5258,1863,3395,3508,1568,1940,2572,1327,1245,1718,990,728,1128,628,500,625,394,231,327,177,150,254,155,99,140,75,65,63,30,33,38,9,29,100,39,61,188,98,90
Uttar Pradesh,Madhya Pradesh,4252,2059,2193,5930,3081,2849,5717,2801,2916,20122,3122,17000,63140,4238,58902,47970,4309,43661,16646,3697,12949,8723,2997,5726,5438,2186,3252,3962,1590,2372,2483,1058,1425,1831,721,1110,1588,658,930,1024,438,586,736,283,453,337,111,226,873,189,684,939,262,677
Uttar Pradesh,Gujarat,703,362,341,1018,546,472,867,441,426,979,467,512,1851,542,1309,1932,484,1448,1300,466,834,959,473,486,715,367,348,449,237,212,330,211,119,221,128,93,166,92,74,97,63,34,67,38,29,27,11,16,58,20,38,110,52,58
Uttar Pradesh,Daman & Diu,1,0,1,2,0,2,1,1,0,2,2,0,3,1,2,3,3,0,2,1,1,3,2,1,2,2,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Dadra & Nagar Haveli,9,5,4,12,5,7,10,4,6,8,3,5,22,8,14,20,4,16,15,6,9,9,5,4,4,2,2,3,1,2,0,0,0,4,1,3,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
Uttar Pradesh,Maharashtra,2227,1184,1043,2806,1511,1295,2213,1181,1032,2754,1195,1559,6920,1574,5346,7577,1608,5969,4416,1576,2840,2811,1335,1476,1775,929,846,1203,661,542,837,501,336,584,323,261,495,299,196,293,176,117,193,95,98,94,53,41,148,45,103,307,125,182
Uttar Pradesh,Andhra Pradesh,668,343,325,654,332,322,542,321,221,616,329,287,1300,503,797,1367,474,893,1000,414,586,760,367,393,470,235,235,309,164,145,195,112,83,159,98,61,128,63,65,80,43,37,41,19,22,33,10,23,52,22,30,96,56,40
Uttar Pradesh,Karnataka,465,218,247,491,271,220,358,194,164,348,184,164,757,327,430,1090,413,677,949,469,480,564,273,291,321,149,172,207,117,90,126,61,65,114,61,53,92,38,54,46,29,17,36,19,17,18,10,8,42,20,22,55,28,27
Uttar Pradesh,Goa,25,11,14,45,25,20,39,17,22,38,17,21,80,30,50,74,22,52,43,14,29,46,21,25,21,16,5,11,8,3,9,4,5,4,2,2,5,3,2,4,0,4,3,2,1,0,0,0,1,0,1,1,0,1
Uttar Pradesh,Lakshadweep,28,12,16,33,20,13,26,16,10,39,10,29,75,9,66,57,9,48,18,4,14,9,5,4,11,3,8,4,1,3,4,4,0,2,1,1,2,1,1,2,1,1,2,0,2,1,1,0,0,0,0,3,1,2
Uttar Pradesh,Kerala,411,193,218,520,253,267,426,221,205,350,166,184,878,301,577,907,299,608,789,298,491,787,316,471,638,306,332,526,257,269,338,159,179,253,110,143,159,56,103,93,32,61,44,14,30,23,11,12,40,14,26,77,30,47
Uttar Pradesh,Tamil Nadu,391,187,204,439,253,186,363,192,171,288,140,148,510,238,272,712,298,414,733,355,378,531,256,275,382,211,171,238,136,102,163,96,67,129,66,63,82,45,37,53,27,26,44,24,20,28,15,13,23,10,13,50,32,18
Uttar Pradesh,Puducherry,5,2,3,7,2,5,4,2,2,7,4,3,13,9,4,15,3,12,9,2,7,7,3,4,6,4,2,6,4,2,3,3,0,1,0,1,1,1,0,3,0,3,1,1,0,0,0,0,1,1,0,1,0,1
Uttar Pradesh,Andaman & Nicobar Islands,10,3,7,18,9,9,21,11,10,18,11,7,26,5,21,25,8,17,32,16,16,21,7,14,12,6,6,5,2,3,1,1,0,1,1,0,9,7,2,3,1,2,2,1,1,1,1,0,2,2,0,3,2,1
Bihar,Jammu & Kashmir,104,52,52,151,69,82,78,36,42,157,49,108,403,76,327,316,65,251,126,63,63,83,57,26,63,37,26,50,37,13,21,14,7,13,8,5,13,8,5,1,0,1,5,1,4,3,2,1,6,1,5,6,3,3
Bihar,Himachal Pradesh,81,38,43,79,42,37,35,15,20,115,28,87,272,41,231,196,37,159,88,31,57,61,38,23,43,23,20,27,17,10,23,14,9,11,9,2,6,5,1,8,3,5,7,0,7,1,1,0,5,1,4,3,2,1
Bihar,Punjab,212,105,107,260,153,107,195,120,75,441,252,189,1025,411,614,952,466,486,557,393,164,441,367,74,284,248,36,207,190,17,110,94,16,77,66,11,59,49,10,32,22,10,12,9,3,8,3,5,11,5,6,9,3,6
Bihar,Chandigarh,19,9,10,12,5,7,4,1,3,15,8,7,39,17,22,44,18,26,21,10,11,11,9,2,13,12,1,8,7,1,7,6,1,4,4,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0
Bihar,Uttarakhand,34,13,21,31,20,11,35,20,15,61,31,30,111,33,78,119,25,94,80,30,50,43,31,12,36,23,13,26,17,9,9,6,3,7,4,3,9,7,2,2,1,1,2,2,0,1,0,1,2,0,2,1,1,0
Bihar,Haryana,138,76,62,131,70,61,88,54,34,194,125,69,438,209,229,460,250,210,299,210,89,217,164,53,136,125,11,89,72,17,59,51,8,31,29,2,29,20,9,21,20,1,5,4,1,4,3,1,10,5,5,2,0,2
Bihar,NCT of Delhi,1006,518,488,896,470,426,539,308,231,1283,693,590,3447,1301,2146,3267,1425,1842,1831,1241,590,1177,951,226,740,642,98,427,374,53,266,231,35,145,118,27,94,76,18,53,41,12,30,13,17,4,3,1,23,12,11,52,26,26
Bihar,Rajasthan,143,95,48,151,77,74,136,71,65,197,101,96,438,141,297,499,147,352,305,134,171,185,112,73,137,92,45,86,64,22,70,51,19,48,26,22,33,24,9,26,15,11,16,10,6,8,6,2,20,9,11,5,2,3
Bihar,Uttar Pradesh,1800,939,861,2088,1122,966,1780,823,957,6690,842,5848,26452,1178,25274,24183,1325,22858,6881,1162,5719,3268,1024,2244,1955,769,1186,1498,609,889,1085,540,545,821,375,446,579,218,361,433,159,274,283,91,192,161,42,119,319,56,263,124,31,93
Bihar,Bihar,130330,63790,66540,166305,86069,80236,148498,64736,83762,700026,55897,644129,2316516,69656,2246860,1780599,72575,1708024,397402,57366,340036,179997,48332,131665,113012,39357,73655,86986,30355,56631,54913,22642,32271,46580,17502,29078,40768,15453,25315,28336,10226,18110,18607,5952,12655,8041,2381,5660,16533,3038,13495,17775,2815,14960
Bihar,Sikkim,10,6,4,7,2,5,11,4,7,12,7,5,57,11,46,49,6,43,16,8,8,15,5,10,9,6,3,4,4,0,4,4,0,2,2,0,0,0,0,2,0,2,1,0,1,1,0,1,0,0,0,1,0,1
Bihar,Arunachal Pradesh,10,4,6,12,6,6,18,7,11,26,7,19,40,9,31,38,14,24,23,13,10,14,10,4,8,7,1,10,7,3,7,3,4,5,3,2,9,7,2,4,3,1,1,1,0,0,0,0,1,0,1,0,0,0
Bihar,Nagaland,9,4,5,9,6,3,6,4,2,32,14,18,74,10,64,53,12,41,32,13,19,19,11,8,22,18,4,17,15,2,10,8,2,5,3,2,15,13,2,3,2,1,3,3,0,1,1,0,0,0,0,1,1,0
Bihar,Manipur,10,4,6,25,13,12,11,7,4,13,4,9,37,13,24,26,4,22,23,7,16,11,5,6,10,7,3,7,6,1,2,1,1,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Bihar,Mizoram,1,1,0,1,1,0,3,1,2,1,0,1,7,0,7,1,0,1,1,1,0,1,1,0,1,0,1,3,3,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,Tripura,0,0,0,3,2,1,9,9,0,9,5,4,14,9,5,13,4,9,9,6,3,10,4,6,4,4,0,1,0,1,2,2,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,Meghalaya,8,3,5,10,7,3,13,9,4,17,7,10,26,9,17,27,14,13,20,6,14,8,6,2,8,8,0,8,3,5,6,5,1,7,6,1,2,2,0,2,2,0,0,0,0,1,0,1,0,0,0,1,1,0
Bihar,Assam,188,100,88,293,154,139,218,113,105,417,145,272,1269,149,1120,1286,186,1100,543,170,373,311,156,155,220,120,100,175,108,67,136,90,46,95,61,34,78,50,28,42,29,13,23,15,8,6,3,3,22,8,14,13,1,12
Bihar,West Bengal,1565,800,765,2046,1037,1009,1600,729,871,5336,735,4601,20172,1118,19054,19407,1437,17970,6195,1274,4921,3102,1090,2012,2011,891,1120,1579,736,843,1098,615,483,711,384,327,607,356,251,375,212,163,206,86,120,85,34,51,167,52,115,156,38,118
Bihar,Jharkhand,2782,1328,1454,3504,1756,1748,2849,1298,1551,12683,1311,11372,40365,1665,38700,35792,1977,33815,11093,1731,9362,5104,1378,3726,3030,1092,1938,2218,827,1391,1488,664,824,1236,521,715,1146,546,600,686,333,353,353,120,233,184,37,147,333,62,271,459,76,383
Bihar,Odisha,83,48,35,109,60,49,113,61,52,213,67,146,645,85,560,641,93,548,306,89,217,207,109,98,133,76,57,88,54,34,38,27,11,32,21,11,24,14,10,12,10,2,6,1,5,6,2,4,5,3,2,7,2,5
Bihar,Chhattisgarh,59,35,24,62,32,30,33,19,14,87,26,61,286,48,238,303,39,264,158,44,114,85,41,44,53,30,23,30,17,13,27,13,14,17,8,9,10,7,3,9,4,5,5,3,2,1,0,1,2,1,1,2,2,0
Bihar,Madhya Pradesh,120,70,50,125,69,56,85,43,42,173,61,112,557,99,458,657,110,547,306,100,206,141,70,71,104,46,58,64,39,25,52,34,18,35,21,14,24,17,7,16,11,5,6,5,1,4,1,3,7,4,3,3,1,2
Bihar,Gujarat,147,84,63,150,81,69,81,53,28,208,124,84,523,255,268,540,280,260,316,229,87,220,179,41,150,126,24,92,81,11,51,42,9,34,26,8,16,11,5,13,10,3,7,7,0,2,1,1,4,2,2,5,4,1
Bihar,Daman & Diu,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,4,4,0,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,Dadra & Nagar Haveli,6,6,0,6,1,5,1,0,1,21,5,16,58,5,53,54,3,51,18,6,12,6,3,3,1,0,1,4,2,2,4,2,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Bihar,Maharashtra,352,185,167,333,177,156,251,139,112,680,321,359,1869,676,1193,1762,697,1065,909,576,333,622,499,123,361,299,62,250,208,42,117,98,19,87,74,13,63,51,12,37,23,14,15,11,4,7,4,3,19,10,9,20,7,13
